season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
9,16,This is Why We Fight,2013-02-21,"As word of Seattle Grace's financial trouble spreads, Catherine encourages Jackson to move to Boston, and the interns fear they might lose their jobs. Meanwhile, the doctors meet with a potential investor in a last-ditch effort to save the hospital, and Alex impresses Jo while caring for a patient.",43,"Gaius Charles, Erica Giles, Tina Majorino, Daniel Kash","Jeannot Szwarc (Director), Austin Guzman (Writer)",,/lmsIduWBrM5LHnVdzIV5612sP3b.jpg
9,17,Transplant Wasteland,2013-03-14,"The discord and chaos created by the hospital's new management team causes one physician to question his future at Seattle Grace. Meanwhile, the doctors and the interns must juggle several transplant surgeries at once, each coming with its own set of obstacles.",43,"Charles Michael Davis, Tina Majorino","Zoanne Clack (Writer), Chandra Wilson (Director)",,/9DYH5MLRlCzJbmEc1H7A2eM3AOS.jpg
9,18,Idle Hands,2013-03-21,"As the hospital continues to make positive changes under the new management, the doctors begin to realize that owning a hospital comes with its own set of problems and responsibilities. Meanwhile, Meredith worries about the wellbeing of her unborn baby, Callie and Arizona try to get the spark back in their relationship, and Alex gives Jo‘s new boyfriend a run for his money.",43,"Gaius Charles, Charles Michael Davis, Tanner Buchanan, Tina Majorino","David Greenspan (Director), Gabriel Llanas (Writer)",,/kyqOQ5UX0eIT9YENU4SijEncBmh.jpg
9,19,Can't Fight This Feeling,2013-03-28,"A gas tanker explodes on a Seattle highway, causing multiple injuries, including paramedic Matthew. Meredith and Jo help a frantic mother whose child is suffering from a mysterious illness. Owen bonds with a young boy whose parents are in critical condition. Meanwhile true colors are revealed when Alex is forced to work with Jo's boyfriend on an ailing patient.",43,"Gaius Charles, Michael Buie, Charles Michael Davis, Tina Majorino","Meg Marinis (Writer), Mark Jackson (Director)",,/9y2N9u9pClkBNNRWWw4PhOnGGsd.jpg
9,20,She's Killing Me,2013-04-04,"Upon receiving some unsettling news, Meredith and Derek take preventative steps for their children’s future; a group of Syrian doctors arrive at Grey Sloan Memorial Hospital for a crash course in basic surgical skills that they plan to apply in the field; and April decides to come clean to Matthew regarding the truth about her virginity. Meanwhile, multiple pre-op patients develop infections, causing one doctor to wonder if she is at fault.",43,"Gaius Charles, Michael Buie, Tina Majorino","Debora Cahn (Writer), Nicole Rubio (Director)",,/j3aBOKocTe0s2kc58q1aw7IyvNM.jpg
9,21,Sleeping Monster,2013-04-25,"Bailey finds herself at the center of a CDC investigation surrounding the death of several of her patients, as Jackson and the rest of the board members argue over how to address the crisis with the public. Meanwhile, Cristina teases Alex about his unspoken feelings for Jo, and Owen continues to take special care of Ethan as the condition of his parents remains uncertain.",43,"Michael Buie, Charles Michael Davis","Bobby Roth (Director), Bronwyn Garrity (Writer)",,/mlJMErhNTqca3m1bGSYUEPF2cVu.jpg
9,22,Do You Believe in Magic?,2013-05-02,"The doctors reach out to Bailey but she continues to shut everyone out; after an incident with Ethan's grandmother, Owen fears the child could end up in foster care. A new craniofacial specialist arrives at Grey Sloan Memorial Hospital to work on a young patient. Meanwhile, a magician's assistant is rushed into the ER after a magic trick goes terribly wrong.",43,"Gaius Charles, Michael Buie, Hilarie Burton, Charles Michael Davis, Tina Majorino","Kevin McKidd (Director), Dan Bucatinsky (Writer)",,/c5pRh62BtAQrWOsWzVjeNfb3qTc.jpg
9,23,Readiness is All,2013-05-09,"The doctors of Grey Sloan Memorial Hospital prepare for a super storm heading towards Seattle. Owen's desire to be a parent gets stronger as he becomes closer to Ethan. One wrong move puts the lives of Meredith and her baby in jeopardy. Meanwhile, Jo looks to Alex for help in a moment of crisis, and one doctor gets the shock of her life.",43,"Gaius Charles, Michael Buie, Hilarie Burton, Charles Michael Davis, Tina Majorino","Tony Phelan (Director), Bill Harper (Writer)",,/4fyKPvN9xJDutuXWTVGwrExw6jb.jpg
9,24,Perfect Storm,2013-05-16,"Grey Sloan Memorial Hospital enters crisis mode as the storm rages, resources become scarce and patients flood in by the busload. Meanwhile, one of the doctors fights for their life.",43,"Gaius Charles, Michael Buie, Ella Jay Basco, Hilarie Burton, Tina Majorino","Rob Corn (Director), Stacy McKee (Writer)",,/AgZ2XTPHpmUkHQAQ93yS413afX1.jpg
10,1,Seal Our Fate,2013-09-26,"The Grey Sloan Memorial Hospital doctors are faced with the devastation left by the storm. A giant mudslide in Seattle injures a group of first responders and citizens, causing the already short handed ER to spring into action. Meanwhile, Meredith is faced with a tough decision that will affect the life of a loved one, Callie is rocked by the reality of Arizona’s infidelity, and Richard’s life is in extreme danger.",43,Tina Majorino,"Joan Rater (Writer), Rob Corn (Director)",,/cqaLe5BMCqQRIay86Kr0r6uXF8W.jpg
10,2,I Want You with Me,2013-09-26,Callie makes a decision about her relationship; the doctors receive devastating news.,43,Tina Majorino,"Debora Cahn (Writer), Chandra Wilson (Director)",,/8ldkYSJq9IJjHDbkbyv7bGZAd0k.jpg
10,3,Everybody's Crying Mercy,2013-10-03,Derek and Meredith adjust to life at home with their newborn; Arizona tries to repair her marriage; Jackson and Owen clash over financial issues.,43,Julie Dretzin,"Tia Napolitano (Writer), Tony Phelan (Director)",,/mEJA4gLODtyokkanEmVSrSx2RUZ.jpg
10,4,Puttin' on the Ritz,2013-10-10,"The doctors of Grey Sloan Memorial throw a fundraising gala which turns wildly competitive after Jackson makes a rash promise. Back at the hospital, Bailey’s patience is tested when she has to deal with several extremely difficult patients. Meanwhile, Shane and Stephanie handle an incredibly busy ER by themselves and Alex reveals an emotional secret to Jo.",43,,"Rob Corn (Director), Austin Guzman (Writer)",,/2oCAYh2DehFWjNTzMM0QA5qpJSF.jpg
10,5,I Bet It Stung,2013-10-17,Meredith struggles to balance her roles as a surgeon and a mother when she returns to work; Stephanie tries to impress Jackson's mother; Jo becomes overly involved with a patient.,43,,"Jeannine Renshaw (Writer), Mark Jackson (Director)",,/nxt8f9BJF7HzHTolBr8Y9Wz6IQW.jpg
10,6,Map of You,2013-10-24,"Derek and Callie work on a brain mapping project, Richard encourages the interns to use his physical condition as a learning tool and after a discussion with Callie, Meredith considers continuing her mother’s research. Meanwhile, Shane continues to feel guilty about Heather’s death.",43,,"Billy Harper (Writer), David Greenspan (Director)",,/sOmcnHdUWreY9P3SeVRn6StIWeZ.jpg
10,7,Thriller,2013-10-31,"Costumed patients create a challenge for the doctors; Derek and Ben work on a new surgical technique; Richard asks a resident to perform his next surgery, angering Bailey.",43,Laya DeLeon Hayes,"Gabriel Llanas (Writer), Cherie Nowlan (Director)",,/u58PA7MYa7j0GQBRWAljQnZ5TLn.jpg
10,8,Two Against One,2013-11-07,A betrayal intensifies the issues between Cristina and Meredith; Matthew and April make a decision about their relationship; Bailey faces difficulties with Ben's return.,43,"Evan Crooks, Martinez","Meg Marinis (Writer), Kevin McKidd (Director)",,/1pw3YtOF0o2Ws9lyweUgX2bi7KV.jpg
10,9,Sorry Seems to Be the Hardest Word,2013-11-14,"When an unexpected malpractice suit turns Callie's world upside down, her supportive father  arrives and shares an interesting secret with her. Meanwhile, through flashbacks, we learn some surprising details about Callie and Arizona's marriage.",43,"Hector Elizondo, Aileen Burdock","Jeannot Szwarc (Director), Stacy McKee (Writer)",,/3XOBKBhm0t3OK3DLNFJhode9n2u.jpg
10,10,Somebody That I Used To Know,2013-11-21,"Ben worries that a casual conversation with Derek could potentially cause issues for Bailey, Cristina turns to Shane as tension grows with Meredith, and April's upcoming wedding makes for an uncomfortable situation between Jackson and Stephanie. Meanwhile, Meredith plans a Thanksgiving dinner at her house.",43,,"Debora Cahn (Writer), Debbie Allen (Director)",,/oKscJPAz7J7FmlBnwDHgTpHKbLa.jpg
10,11,Man on the Moon,2013-12-05,"April’s sisters arrive to help celebrate April’s upcoming nuptials and quickly get on her nerves. Matthew and Jackson are forced to work together when they witness a terrible accident, Callie and Arizona work hard to reestablish their relationship and Cristina is pressured to live stream an upcoming surgery. Meanwhile, a familiar face returns to the hospital.",43,Martinez,"Elizabeth J.B. Klaviter (Writer), Bobby Roth (Director)",,/ie7iF5Xlc338qeCGjwCDE44JZgI.jpg
10,12,"Get Up, Stand Up",2013-12-12,"On the day of April's wedding, the Grey Sloan Memorial doctors are all preoccupied with their own drama. Meredith and Cristina continue to argue about their research and careers, Bailey comes clean to Ben about her feelings regarding him moving back to Seattle, and Shane puts himself in a risky situation. Meanwhile, Derek gets a phone call that will change his life.",43,,"Bruce William Harper (Writer), Tony Phelan (Director)",,/hpcW4qQUUcS6ecZV6dIP4MbgGhu.jpg
10,13,Take It Back,2014-02-27,The doctors are faced with the consequences of the events at April's wedding. Alex reacts to the news about his father. Callie and Arizona make a decision about their relationship.,43,Susan Chuang,"Rob Corn (Director), Austin Guzman (Writer)",,/5DtnjAOvYcdNhiXIiiyiHuTbRTW.jpg
10,14,You've Got to Hide Your Love Away,2014-03-06,"After an anonymous complaint is issued by one of their own, the hospital implements a non-fraternizing policy causing the couples to panic. Meanwhile, Emma and Owen talk about the future, Cristina and Meredith enjoy a little girl time, and Richard enlists the residents to help research a rare cancer case.",43,,"Ron Underwood (Director), Tia Napolitano (Writer)",,/8JyN54vQPJeol2vTqsf7B5zmIkV.jpg
10,15,Throwing it All Away,2014-03-13,"Arizona has a bad day which escalates when she advises one of Callie's patients on a potential double amputation. Derek goes back on a promise to Callie, and Jo and Stephanie come across an abandoned baby outside the hospital. Meanwhile, the doctors deal with the repercussions of the non-fraternization rule, which include meetings with HR and one doctor's suspension.",43,,"Joan Rater (Writer), Chris Hayden (Director)",,/9BfGz5VdnZ76jd3GygySC0Ja3Y8.jpg
10,16,We Gotta Get Out of This Place,2014-03-20,"It's Richard's birthday and Bailey invites him to scrub in on the case of a lifetime. Meredith hires a research assistant to help with her portal vein project. A scorned Callie gives Derek quite the shock. Meanwhile, Shane helps screen candidates for Cristina's clinical trial and meets a young expectant mother who needs his help.",43,Keke Palmer,"Susan Vaill (Director), Jeannine Renshaw (Writer)",,/9PRM31Ed6TkxfCgD8u73SvdvfM2.jpg
10,17,Do You Know?,2014-03-27,Cristina imagines the two routes her life can take based on one decision she makes. Meanwhile one of the hospital’s patients decides whether or not to live.,43,,"Chandra Wilson (Director), Stacy McKee (Writer)",,/vEhkvwZ8a8nJDRALpzezgXdDpVW.jpg
10,18,You Be Illin',2014-04-03,"The hospital gets inundated with flu infected patients, which causes the doctors to slowly fall ill one by one. Derek must fight off the sickness as he prepares to give a speech on brain mapping and the residents place bets on who will fall ill first. Meanwhile, a new doctor at the hospital gives Alex a glimpse into an alternate form of medical practice.",43,"Brian Sounalath, Patrick Fabian, Mark Adair-Rios, Rebecca Field, Graham Hamilton, Jesse Johnson, Billy Malone, Bresha Webb, Robert Alan Beuth, Enn Reitel, Teresa Huang, Mara Hall, Lovlee Carroll, Jadin Gould, Armani Jackson, Sara A. Emami, JB Tadena, Gordon James, Harley Graham, Thomas Barbusca, Maurice J. Irvin","Zoanne Clack (Writer), Nicole Rubio (Director)",,/2EOrklpjPqUc65rEeU5fJsD7bOl.jpg
10,19,I'm Winning,2014-04-10,Cristina won't let herself get excited when she is nominated for a Harper Avery award; Alex thinks about making a change; Callie and Derek work with a machine that recognizes emotions.,43,,"Joan Rater (Writer), Kevin McKidd (Director)",,/3GIt9kDcFvoIgGGySPEZV7PWtVR.jpg
10,20,Go It Alone,2014-04-17,"Cristina enlists Meredith to help her prepare an acceptance speech for her possible Harper Avery win and while Owen offers to attend the ceremony with her, she insists on going alone. Meanwhile, Derek feels overwhelmed between his responsibilities at home and at the hospital. April and Jackson come to a disagreement on children and religion, and Callie and Arizona try to reconnect in their marriage.",43,,"Lauren Barnett (Writer), Mark Jackson (Director)",,/nLFWwEuIMeUCtAwdVfhH0V3pJw9.jpg
10,21,Change of Heart,2014-04-24,"Jackson is given the daunting task of delivering disappointing news to the doctors. Meanwhile, Derek's sister Amelia drops by for a surprise visit, Richard surprises Catherine in Boston and when Bailey gets frustrated by the slow pace of her research, she makes a risky decision.",43,,"Rob J. Greenlea (Director), Meg Marinis (Writer)",,/aYDNj5ZZMYVjj1VzE9rp7I1NMGD.jpg
10,22,We Are Never Ever Getting Back Together,2014-05-01,Cristina considers her future at the hospital; Amelia and Derek collaborate on a tough surgery involving conjoined twins; Jo takes on too many cases at once; Stephanie stumbles on the truth about Bailey's case.,43,,"Joan Rater (Writer), Rob Corn (Director)",,/wjGV7lZE8dpN40C0c4z5npXhddN.jpg
10,23,"Everything I Try to Do, Nothing Seems to Turn Out Right",2014-05-08,"With Derek away, Meredith spends time with Amelia and finds out her true feelings about her time in Seattle. Bailey deals with the ramifications of her actions and Callie receives devastating news. Meanwhile, the residents panic after hearing that one of them will be fired",43,"Caterina Scorsone, Kelly McCreary","Bill D'Elia (Director), Austin Guzman (Writer)",,/bzPePnnDikIazMCmHOiP0J7bNeB.jpg
10,24,Fear (of the Unknown),2014-05-15,"The doctors of Grey Sloan Memorial Hospital bid an emotional farewell to the beloved Cristina Yang. A possible act of terrorism rocks Seattle and causes chaos at the hospital. Meanwhile, Meredith makes a life changing decision and one doctor receives shocking news.",43,,"Shonda Rhimes (Writer), Tony Phelan (Director)",,/nyDkRwQTO5B5ajIpglUtRbHoxFa.jpg
11,1,I Must Have Lost It on the Wind,2014-09-25,"With Cristina gone, a new doctor, Maggie Pierce, making the rounds and Derek wanting to move to Washington DC, Meredith struggles to regain a sense of normalcy both at home and in the hospital. Meanwhile, Callie and Arizona come to a decision about surrogacy, Amelia overhears a big secret, Bailey realizes she will have to fight Alex for Cristina’s board seat and a freak accident causes two teenagers to be caught in a very compromising position.",43,"Annet Mahendru, Geena Davis, Kate Burton","Shonda Rhimes (Writer), Kevin McKidd (Director)",,/fMZU8UVS7bJpPPgnaL6nNQIt7cm.jpg
11,2,Puzzle with a Piece Missing,2014-10-02,Maggie tries to make a good impression but finds herself in unfortunate situations; Richard keeps hiding his secret.,43,"Chad James Buchanan, Patrick Fabian, Manu Narayan, Anisha Nagarajan","Shonda Rhimes (Writer), Rob Corn (Director)",,/F8yDjQFApwOLSdrspA3cusBPCt.jpg
11,3,Got to Be Real,2014-10-09,Owen tries to get Callie to help Veterans Hospital patients with the robotic limb lab. Alex and Meredith's friendship makes Jo jealous. Alex and Bailey prepare to go in front of the board.,43,"Shawn-Caulin Young, Geena Davis","Shonda Rhimes (Writer), Rob Corn (Director)",,/oB6O8dXkoz13FgEYYpAhBLyHJPZ.jpg
11,4,Only Mama Knows,2014-10-16,"Secrets from Ellis Grey’s past come to light when Meredith watches old videos and reads through her mother’s journals. Meanwhile, Maggie rocks the hospital with an unexpected announcement; Alex gets new responsibilities and Callie focuses her attention on the Veterans’ project.",43,Annet Mahendru,"Shonda Rhimes (Writer), Nicole Rubio (Director)",,/1MW2412URkhnziSlrdainrKqGAb.jpg
11,5,Bend and Break,2014-10-23,"Callie and Arizona examine their marital problems and what's contributed to them. Meanwhile, Callie devotes herself to the veterans' project, Arizona strives to impress Dr. Herman, and Richard seeks guidance from Bailey.",43,"Elizabeth Schmidt, Chriselle Almeida, Nicholas D'Agosto, Rose Abdoo, Geena Davis","Shonda Rhimes (Writer), Jesse Bochco (Director)",,/vzc1CmGLJ9ZylhixkZr9lcWav9H.jpg
11,6,Don't Let's Start,2014-11-06,"Owen becomes invested in a patient when he realizes she may have served in the military, April’s mother pays her daughter a visit and bonds with Jackson, and Derek plans a family dinner. Meanwhile, a patient’s diagnosis causes Bailey to reconsider her own health issues and Dr. Herman drops a bombshell on Arizona",43,"Geena Davis, Sydney Sweeney","Rob J. Greenlea (Director), Austin Guzman (Writer)",,/kh6Um8v3RWXmJPnvYqwVsQzc5FR.jpg
11,7,"Could We Start Again, Please?",2014-11-13,Information about Amelia's past emerges and causes problems for her at the hospital.,43,Geena Davis,"Bobby Roth (Director), Andy Reaser (Writer)",,/hPJcfX2pJi5xn6f1L8K2EzHeRw4.jpg
11,8,Risk,2014-11-20,"Maggie and Meredith disagree with Derek about the best way to approach a patient’s case, which leads to a bigger argument between the couple. Meanwhile Callie feels responsible when one of her veterans is pushed too far and one doctor’s routine procedure results in a devastating diagnosis.",43,"Michael Roark, Geena Davis","Rob Corn (Director), William Harper (Writer)",,/rHHaSO7J2kEoGg8h7vks2oJ1nrw.jpg
11,9,Where Do We Go from Here?,2015-01-29,"As Derek prepares for his move to DC, Meredith keeps herself busy at the hospital. Meanwhile, Jackson and April deal with difficult news, and Arizona and Amelia discuss how to best approach Dr. Herman.",43,"Maggie Egan, Nicolas Bechtel, Geena Davis, AJ Achinger","Meg Marinis (Writer), Debbie Allen (Director)",,/xtvYWUfj59pIFYTQTFRzDMa710Z.jpg
11,10,The Bed's Too Big Without You,2015-02-05,"April stays optimistic as Arizona begins testing on her baby; Dr. Herman plans out a crash course in fetal surgery; and Owen and Callie encourage each other to get back into the dating scene. Meanwhile, Meredith, Maggie and Bailey use the 3D printer to gain a better understanding of their patient's tumor.",43,Geena Davis,"Chandra Wilson (Director), Tia Napolitano (Writer)",,/wLjfBe9rP0DvXKBw4Y7wKEgYR7m.jpg
11,11,All I Could Do Was Cry,2015-02-12,"After several discussions with Dr. Herman, April and Jackson must face their situation head on and make a difficult decision regarding their unborn child. Catherine arrives in Seattle and bumps into Richard at the hospital. Meanwhile, Meredith tries to find someone to take care of the kids so she can visit Derek for the weekend, and Amelia shows Stephanie some tough love when they work together on a case",43,"Rob Nagle, Geena Davis","Ron Underwood (Director), Elizabeth J.B. Klaviter (Writer)",,/f6IatNtwKZWhvbAtuyHSpavGRn6.jpg
11,12,The Great Pretender,2015-02-19,"Maggie gets upset when Meredith dodges her questions about DC; Bailey and Ben become concerned about Ben’s brother after he is admitted to the hospital, and Dr. Herman starts to warm up to Arizona. Meanwhile, Richard feels manipulated by Catherine.",43,"Geena Davis, Amelia Rose Blaire","Jeannot Szwarc (Director), Mark Driscoll (Writer)",,/am1T00XYpIMZ66zrQj3c6adIpo3.jpg
11,13,Staring at the End,2015-02-26,"The hospital doctors become fascinated with Dr. Herman’s case when Amelia gives a lecture detailing the intricacies of the surgery. Arizona and Herman continue to bond over the amount of cases they are trying to complete before the big surgery. Meanwhile, Bailey brings them a case of a pregnant woman who is close to her heart.",43,Geena Davis,"Stacy McKee (Writer), Mark Jackson (Director)",,/nEFCoJ2DrjG3pw4A1Ri0QAS6GUa.jpg
11,14,The Distance,2015-03-05,"In this Amelia-centric episode, Amelia engages in the surgery of a lifetime as a crowd of doctors look on from the gallery. With Stephanie by her side, she begins operating on Dr. Herman, but quickly realizes it's far more difficult than she anticipated. Meanwhile, Bailey becomes skeptical when Arizona takes on one of Herman’s cases.",43,"Danny Nero, Geena Davis","Austin Guzman (Writer), Eric Laneuville (Director)",,/pE1yD1HJvI6sG1E7XRa0YSHxmT4.jpg
11,15,I Feel the Earth Move,2015-03-12,"An earthquake shakes the ground at Grey Sloan Memorial Hospital, trapping Maggie in an elevator and threatening Meredith’s long streak of successful surgeries. Meanwhile, Owen gives medical advice to a child over the phone and Ben confides in Jackson.",43,Millie Bobby Brown,"Thomas J. Wright (Director), Jen Klein (Writer)",,/6zLO4IOl2aKT8eYGSarYHup6E75.jpg
11,16,Don't Dream It's Over,2015-03-19,"A patient's condition sparks a conversation between Richard and Maggie about Alzheimer's disease; April and Jackson struggle to return to their normal lives and Arizona is faced with the reality that Callie is moving on. Meanwhile, Meredith reveals her biggest fears about Derek.",43,,"Susan Vaill (Director), Andy Reaser (Writer)",,/py54CG9LzJuhY8LbguIw1WotJA1.jpg
11,17,With or Without You,2015-03-26,"Meredith, rattled by the latest events, tries to figure out what to do about Derek. Meanwhile, Owen is shocked when his mother is admitted to the hospital.",43,Crista Flanagan,"Chandra Wilson (Director), Elisabeth R. Finch (Writer)",,/1SUd99keOv83MNZqhlKXIR6rAeP.jpg
11,18,When I Grow Up,2015-04-02,"A school field trip to the hospital takes a dramatic turn when the kids witness two injured cops enter the emergency room. Meanwhile, Stephanie sets her eyes on one of the chaperons, Callie operates on the leg of the police captain and Amelia must face her feelings for Owen.",43,,"Tia Napolitano (Writer), Zetna Fuentes (Director)",,/1ad8KCq6L0Zg2s5sHLbWN32rdX8.jpg
11,19,Crazy Love,2015-04-09,"Upon realizing that Owen and Amelia have been seeing each other behind her back, Meredith comes down hard on her sister-in-law causing Amelia to rethink things. Meanwhile, Catherine springs into action when a man is brought into the hospital after his wife seeks revenge on his cheating ways.",43,Ajiona Alexus,"Elizabeth J.B. Klaviter (Writer), Paul McCrane (Director)",,/8LJwQF1Zo5ikoyDBBGkx0oq2SRx.jpg
11,20,One Flight Down,2015-04-16,"A small plane crash in Seattle causes multiple casualties and brings back horrible memories for the doctors, especially Meredith and Arizona. Meanwhile, friction between Owen and Amelia makes for an uncomfortable working situation for Stephanie.",43,Alex Craig Mann,"David Greenspan (Director), Austin Guzman (Writer)",,/cwyqQbq9y4YjZERP2a21en1Sprw.jpg
11,21,How to Save a Life,2015-04-23,Derek witnesses a horrible car accident and springs into action to save lives.,43,,"Shonda Rhimes (Writer), Rob Hardy (Director)",,/hJQuFLNasAXPkG9AR8JVfjYXpg1.jpg
11,22,She's Leaving Home,2015-04-30,"We see how Meredith and the doctors cope after they learn the news of Derek's death. Meanwhile, April makes a shocking decision that Jackson cannot understand, and Bailey and Ben argue over their future.",83,Elizabeth Ann Bennett,"Shonda Rhimes (Writer), Stacy McKee (Writer), Chris Hayden (Director)",,/nQji4zOolk5wa8XBp2zVcDTBKVM.jpg
11,23,Time Stops,2015-05-07,The doctors of Grey Sloan Memorial Hospital are forced to put their emotions aside when a catastrophic event occurs.,43,Heather Matarazzo,"Meg Marinis (Writer), Kevin McKidd (Director)",,/7zCSzWLLcPl8Ie5nROdZUPlFXHK.jpg
11,24,You're My Home,2015-05-14,"As the doctors continue to tackle an unfathomable crisis, they are reminded of what is important and are brought closer together.",43,Heather Matarazzo,"Rob Corn (Director), William Harper (Writer)",,/5SGOdGW2YTFOmqe7NyUtJf096QP.jpg
12,1,Sledgehammer,2015-09-24,"The doctors from Grey Sloan Memorial Hospital spring into action to save  the lives of two girls with a powerful story. Meanwhile, Meredith tries  to cope with the fact that Amelia is now living with her and Jackson  prepares for April's return back to Seattle.",43,Maz Jobrani,"Kevin McKidd (Director), Stacy McKee (Writer)",,/xE71VNd5WMOM0sSqvmiBCvlKQ0M.jpg
12,2,Walking Tall,2015-10-01,"The pressure is on as a determined Bailey tackles her first day as  Chief; meanwhile, April's marriage is in jeopardy and she finds herself  unable to address her problems; Meredith struggles to juggle all her  responsibilities and Amelia works to define her relationship with Owen.",43,Lindsay Kay Hayward,"Meg Marinis (Writer), Debbie Allen (Director)",,/pvDTmk6BVTsxxF1ILXfSdlWL4Qq.jpg
12,3,I Choose You,2015-10-08,"Maggie reevaluates her life choices after receiving an invitation to her ex-boyfriend’s wedding; Richard questions Bailey’s loyalty, and Jo confides in Stephanie about a secret she’s been keeping from Alex. Meanwhile, Alex struggles with making a difficult decision that will affect the lives of newborn twins.

				",43,,"Rob Corn (Director), William Harper (Writer)",,/tLWVf8ML0YYIkkjIHgsD9gVrDOQ.jpg
12,4,Old-Time Rock-and-Roll,2015-10-15,"Owen suggests the interns learn a vital lesson on how to break bad news to patients’ families, and Arizona’s 90-year-old patient reassures her that she’s destined to find love again. Meanwhile, the sisters completely forget about the dinner party they’re hosting for everyone.",43,,"Austin Guzman (Writer), Nicole Rubio (Director)",,/5f9syT97QFhBdG6TkRiuZvwya7F.jpg
12,5,Guess Who's Coming to Dinner?,2015-10-22,"In the midst of the sisters’ dinner party, Maggie ditches her cooking duties to rush to the hospital. Meanwhile, April steps in to help cook as an attempt to avoid Jackson, and Arizona nervously waits to find out more about Callie’s new girlfriend.",43,,"Meg Marinis (Writer), Debbie Allen (Director)",,/7v7t5IGCdUXUScWXvKHtuNbGVPu.jpg
12,6,The Me Nobody Knows,2015-11-05,"Grey Sloan Memorial not only welcomes a new transfer resident, but also a patient who's the topic of converstation after accidentally sending his sex tape to his entire congregation. Meanwhile, Richard wrestles with how to progress his relationship with Maggie when an old friend visits the hospital, and April brings in a case of a young boy from the Middle-East.",43,,"Jeannot Szwarc (Director), William Harper (Writer)",,/pad7OmhOaI0OarBemjW2VBfGCtt.jpg
12,7,Something Against You,2015-11-12,"The team of doctors work on a high stakes case of a long time patient, adding additional pressure to an already tense environment. Meanwhile, Bailey wants Ben to kick out their new roommate, and Arizona is eager to get back into the dating world with a new wingman.",43,William Leon,"Geary McLeod (Director), Andy Reaser (Writer)",,/p8Zny56KSosH0tEJGP8GFYBRcFq.jpg
12,8,Things We Lost in the Fire,2015-11-19,"Midseason Finale -  As the rumor mill around the hospital continues to spiral out of control, Grey Sloan Memorial is flooded with injured firefighters from a nearby wildfire. Maggie struggles to keep things with Andrew professional at work; meanwhile, Jo questions Alex’s priorities.",43,Nikki DeLoach,"Rob Corn (Director), Tia Napolitano (Writer)",,/wZgjtndKVmmayyUZoF4Qpg6wdLU.jpg
12,9,The Sound of Silence,2016-02-11,"Meredith is brutally attacked by a patient, and Penny is the one who discovers her. The doctors of Grey Sloan Memorial rush to stabilize Meredith and remain by her side in the harrowing aftermath.",43,,"Stacy McKee (Writer), Denzel Washington (Director)",,/a1BUzXp4Mlg1DlXn94bgflrD8Vb.jpg
12,10,All I Want Is You,2016-02-18,"Everybody attempts to deals with Meredith's trauma as Maggie and Callie perform a risky, experimental surgery on a teenager. Nathan and Owen continue to be at odds. Maggie and Andrew's relationship continues to progress.",43,,"Elisabeth R. Finch (Writer), Kevin Sullivan (Director)",,/b2Z4WMsWsDXOI0xyPVpfqB0ia8v.jpg
12,11,Unbreak My Heart,2016-02-25,"The evolution of April and Jackson’s relationship is revealed through a series of flashbacks dating back to when they first met. Simultaneously, we follow the years-long progress of one of Jackson’s patients.",43,,"Elizabeth J.B. Klaviter (Writer), Rob Corn (Director)",,/4LTdjkdI9hJFMizd5flB2rD4g1U.jpg
12,12,My Next Life,2016-03-03,"A patient from Meredith's very first surgery as an Intern is readmitted to Grey Sloan Memorial with a new aneurysm, and Amelia takes her case. Meanwhile, Maggie suspects that Richard knows about her relationship with Andrew, and Arizona debates dating again.",43,,"Chandra Wilson (Director), William Harper (Writer)",,/mk2Ru66TLGBSEl5S5Mto21raoEk.jpg
12,13,All Eyez on Me,2016-03-10,"Meredith, Bailey, Jackson, Callie and Jo travel to a military hospital to perform an extraordinary and extremely risky surgery on a veteran with an advanced tumor. Meanwhile back at Grey Sloan, Andrew is tired of being Maggie’s worst kept secret; Ben makes an impulsive surgical decision; and a team of cheerleaders wreak havoc in the ER.",43,"Nicole Lynnae Sullivan, Juliette Angelo","Austin Guzman (Writer), Charlotte Brändström (Director)",,/dBOwY15QuvGIu9dA1sOj6jL12zZ.jpg
12,14,Odd Man Out,2016-03-17,There is plenty of turmoil after Richard messes with the staff pairings. Arizona takes a risk to help a woman who is pregnant with quadruplets.,43,Jay Ali,"Meg Marinis (Writer), Kevin McKidd (Director)",,/wCMC1JYJUJDro5jM3pBordD0GRB.jpg
12,15,I Am Not Waiting Anymore,2016-03-24,"Jackson learns about April's pregnancy, while Alex and the team of doctors handle an hours-long triple-organ transplant surgery. Meredith considers dating again, and Andrew insists on not receiving special treatment after he and Maggie go public.",43,,"Nicole Rubio (Director), Mark Driscoll (Writer)",,/6lWJNxyVJ8F5VZ1EIQFUwnPvn08.jpg
12,16,When It Hurts So Bad,2016-03-31,"Meredith takes a step forward with Will but quickly regrets it; Maggie senses a disconnection with Andrew; and Amelia reevaluates her relationship with Owen. Meanwhile, Catherine comes into town and really shakes things up with April and Jackson.",43,,"Andy Reaser (Writer), Eric Laneuville (Director)",,/s3YQ71fqcz3kLvy3hWi09ZvgEeY.jpg
